"REF_DATE","GEO","DGUID","Custodial and community supervision","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011/2012","Provinces and Territories","2021A000011124","On-register count","Persons","249","units","0","v21536801","1.5","26448.8","","","","1"
"2012/2013","Provinces and Territories","2021A000011124","On-register count","Persons","249","units","0","v21536801","1.5","26766.1","","","","1"
"2013/2014","Provinces and Territories","2021A000011124","On-register count","Persons","249","units","0","v21536801","1.5","22941.8","","","","1"
"2014/2015","Provinces and Territories","2021A000011124","On-register count","Persons","249","units","0","v21536801","1.5","25752.3","","","","1"
"2015/2016","Provinces and Territories","2021A000011124","On-register count","Persons","249","units","0","v21536801","1.5","27438.1","","","","1"
"2016/2017","Provinces and Territories","2021A000011124","On-register count","Persons","249","units","0","v21536801","1.5","27074.3","","","","1"
"2017/2018","Provinces and Territories","2021A000011124","On-register count","Persons","249","units","0","v21536801","1.5","26469.2","","","","1"
"2018/2019","Provinces and Territories","2021A000011124","On-register count","Persons","249","units","0","v21536801","1.5","25476.4","","","","1"
"2019/2020","Provinces and Territories","2021A000011124","On-register count","Persons","249","units","0","v21536801","1.5","25563.8","","","","1"
"2020/2021","Provinces and Territories","2021A000011124","On-register count","Persons","249","units","0","v21536801","1.5","19804.3","","","","1"
"2021/2022","Provinces and Territories","2021A000011124","On-register count","Persons","249","units","0","v21536801","1.5","21152.3","","","","1"
"2022/2023","Provinces and Territories","2021A000011124","On-register count","Persons","249","units","0","v21536801","1.5","22945.6","","","","1"
"2023/2024","Provinces and Territories","2021A000011124","On-register count","Persons","249","units","0","v21536801","1.5","25599.9","","","","1"
"1978/1979","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","80.44","","","","2"
"1979/1980","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","78.07","","","","2"
"1980/1981","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","79.10","","","","2"
"1981/1982","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","84.47","","","","2"
"1982/1983","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","93.76","","","","2"
"1983/1984","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","88.83","","","","2"
"1984/1985","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","88.72","","","","2"
"1985/1986","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","84.40","","","","2"
"1986/1987","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","81.23","","","","2"
"1987/1988","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","81.38","","","","2"
"1988/1989","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","81.88","","","","2"
"1989/1990","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","86.50","","","","2"
"1990/1991","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","86.10","","","","2"
"1991/1992","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","89.79","","","","2"
"1992/1993","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","90.74","","","","2"
"1993/1994","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","90.18","","","","2"
"1994/1995","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","90.57","","","","2"
"1995/1996","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","89.11","","","","2"
"1996/1997","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","87.12","","","","2"
"1997/1998","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","83.48","","","","2"
"1998/1999","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","83.69","","","","2"
"1999/2000","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","79.96","","","","2"
"2000/2001","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","79.56","","","","2"
"2001/2002","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","80.18","","","","2"
"2002/2003","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","80.77","","","","2"
"2003/2004","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","78.67","","","","2"
"2004/2005","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","79.43","","","","2"
"2005/2006","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","82.74","","","","2"
"2006/2007","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","87.73","","","","2"
"2007/2008","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","89.10","","","","2"
"2008/2009","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","90.49","","","","2"
"2009/2010","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","90.29","","","","2"
"2010/2011","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","90.29","","","","2"
"2011/2012","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","90.56","","","","2"
"2012/2013","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","90.53","","","","2"
"2013/2014","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","86.48","","","","2"
"2014/2015","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","85.46","","","","2"
"2015/2016","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","87.93","","","","2"
"2016/2017","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","86.96","","","","2"
"2017/2018","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","83.88","","","","2"
"2018/2019","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","79.57","","","","2"
"2019/2020","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","78.66","","","","2"
"2020/2021","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","61.56","","","","2"
"2021/2022","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","66.84","","","","2"
"2022/2023","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","71.75","","","","2"
"2023/2024","Provinces and Territories","2021A000011124","Incarceration rates per 100,000 adults","Rate","257","units","0","v21536802","1.6","77.78","","","","2"
"1978/1979","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","54639.0","","","","1"
"1979/1980","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","60799.0","","","","1"
"1980/1981","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","64744.0","","","","1"
"1981/1982","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","67764.0","","","","1"
"1982/1983","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","74215.0","","","","1"
"1983/1984","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","77159.0","","","","1"
"1984/1985","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","70972.0","","","","1"
"1985/1986","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","74926.0","","","","1"
"1986/1987","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","69755.0","","","","1"
"1987/1988","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","68884.0","","","","1"
"1988/1989","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","71133.0","","","","1"
"1989/1990","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","75669.0","","","","1"
"1990/1991","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","84635.0","","","","1"
"1991/1992","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","95970.0","","","","1"
"1992/1993","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","103579.0","","","","1"
"1993/1994","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","106262.0","","","","1"
"1994/1995","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","104631.0","","","","1"
"1995/1996","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","105140.0","","","","1"
"1996/1997","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","110163.3","","","","1"
"1997/1998","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","115780.7","","","","1"
"1998/1999","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","111641.9","","","","1"
"1999/2000","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","113669.0","","","","1"
"2000/2001","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","111800.5","","","","1"
"2001/2002","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","115152.1","","","","1"
"2002/2003","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","112552.5","","","","1"
"2003/2004","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","109222.7","","","","1"
"2004/2005","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","106944.6","","","","1"
"2005/2006","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","106181.7","","","","1"
"2006/2007","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","107384.9","","","","1"
"2007/2008","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","109115.1","","","","1"
"2008/2009","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","111403.0","","","","1"
"2009/2010","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","113303.2","","","","1"
"2010/2011","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","115446.7","","","","1"
"2011/2012","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","112118.7","","","","1"
"2012/2013","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","108944.1","","","","1"
"2013/2014","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","95680.3","","","","1"
"2014/2015","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","90271.6","","","","1"
"2015/2016","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","94949.4","","","","1"
"2016/2017","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","93134.7","","","","1"
"2017/2018","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","94904.0","","","","1"
"2018/2019","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","89838.3","","","","1"
"2019/2020","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","86620.6","","","","1"
"2020/2021","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","70906.4","","","","1"
"2021/2022","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","68792.8","","","","1"
"2022/2023","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","72241.8","","","","1"
"2023/2024","Provinces and Territories","2021A000011124","Total community supervision count","Persons","249","units","0","v21536803","1.7","84114.0","","","","1"
"1978/1979","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","53937.0","","","","1"
"1979/1980","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","59248.0","","","","1"
"1980/1981","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","62656.0","","","","1"
"1981/1982","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","65123.0","","","","1"
"1982/1983","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","71880.0","","","","1"
"1983/1984","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","74386.0","","","","1"
"1984/1985","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","68028.0","","","","1"
"1985/1986","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","72249.0","","","","1"
"1986/1987","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","67133.0","","","","1"
"1987/1988","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","66105.0","","","","1"
"1988/1989","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","68475.0","","","","1"
"1989/1990","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","73044.0","","","","1"
"1990/1991","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","82091.0","","","","1"
"1991/1992","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","93314.0","","","","1"
"1992/1993","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","100386.0","","","","1"
"1993/1994","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","102402.0","","","","1"
"1994/1995","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","100955.0","","","","1"
"1995/1996","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","101918.0","","","","1"
"1996/1997","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","103630.0","","","","1"
"1997/1998","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","106405.7","","","","1"
"1998/1999","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","101867.6","","","","1"
"1999/2000","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","102784.8","","","","1"
"2000/2001","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","100441.4","","","","1"
"2001/2002","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","101848.6","","","","1"
"2002/2003","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","99039.1","","","","1"
"2003/2004","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","95350.0","","","","1"
"2004/2005","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","92922.0","","","","1"
"2005/2006","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","92003.6","","","","1"
"2006/2007","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","93754.0","","","","1"
"2007/2008","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","95795.1","","","","1"
"2008/2009","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","97529.3","","","","1"
"2009/2010","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","99498.0","","","","1"
"2010/2011","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","101825.3","","","","1"
"2011/2012","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","98843.0","","","","1"
"2012/2013","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","96115.6","","","","1"
"2013/2014","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","84904.6","","","","1"
"2014/2015","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","80704.9","","","","1"
"2015/2016","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","85844.8","","","","1"
"2016/2017","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","84978.3","","","","1"
"2017/2018","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","87341.6","","","","1"
"2018/2019","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","82499.9","","","","1"
"2019/2020","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","79652.3","","","","1"
"2020/2021","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","64970.8","","","","1"
"2021/2022","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","60993.9","","","","1"
"2022/2023","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","63393.4","","","","1"
"2023/2024","Provinces and Territories","2021A000011124","Probation, community supervision","Persons","249","units","0","v21536804","1.8","73672.8","","","","1"
"1978/1979","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","","..","","","1"
"1979/1980","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","","..","","","1"
"1980/1981","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","","..","","","1"
"1981/1982","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","","..","","","1"
"1982/1983","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","","..","","","1"
"1983/1984","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","","..","","","1"
"1984/1985","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","","..","","","1"
"1985/1986","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","","..","","","1"
"1986/1987","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","","..","","","1"
"1987/1988","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","","..","","","1"
"1988/1989","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","","..","","","1"
"1989/1990","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","","..","","","1"
"1990/1991","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","","..","","","1"
"1991/1992","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","","..","","","1"
"1992/1993","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","","..","","","1"
"1993/1994","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","","..","","","1"
"1994/1995","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","","..","","","1"
"1995/1996","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","","..","","","1"
"1996/1997","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","3387.3","","","","1"
"1997/1998","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","6868.0","","","","1"
"1998/1999","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","7627.3","","","","1"
"1999/2000","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","8984.0","","","","1"
"2000/2001","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","9885.4","","","","1"
"2001/2002","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","11916.5","","","","1"
"2002/2003","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","12499.5","","","","1"
"2003/2004","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","12987.6","","","","1"
"2004/2005","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","13212.7","","","","1"
"2005/2006","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","13251.9","","","","1"
"2006/2007","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","12775.8","","","","1"
"2007/2008","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","12534.6","","","","1"
"2008/2009","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","13123.5","","","","1"
"2009/2010","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","13105.0","","","","1"
"2010/2011","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","12968.6","","","","1"
"2011/2012","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","12615.9","","","","1"
"2012/2013","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","12202.4","","","","1"
"2013/2014","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","10076.8","","","","1"
"2014/2015","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","8745.6","","","","1"
"2015/2016","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","8258.8","","","","1"
"2016/2017","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","7249.3","","","","1"
"2017/2018","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","6528.9","","","","1"
"2018/2019","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","6082.1","","","","1"
"2019/2020","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","5995.5","","","","1"
"2020/2021","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","5245.6","","","","1"
"2021/2022","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","7150.4","","","","1"
"2022/2023","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","8190.8","","","","1"
"2023/2024","Provinces and Territories","2021A000011124","Conditional sentence, community supervision","Persons","249","units","0","v21536805","1.9","9983.3","","","","1"
"1978/1979","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","702.0","","","","1"
"1979/1980","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","1551.0","","","","1"
"1980/1981","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","2088.0","","","","1"
"1981/1982","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","2641.0","","","","1"
"1982/1983","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","2335.0","","","","1"
"1983/1984","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","2773.0","","","","1"
"1984/1985","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","2944.0","","","","1"
"1985/1986","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","2677.0","","","","1"
"1986/1987","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","2622.0","","","","1"
"1987/1988","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","2779.0","","","","1"
"1988/1989","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","2658.0","","","","1"
"1989/1990","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","2625.0","","","","1"
"1990/1991","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","2544.0","","","","1"
"1991/1992","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","2656.0","","","","1"
"1992/1993","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","3193.0","","","","1"
"1993/1994","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","3860.0","","","","1"
"1994/1995","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","3676.0","","","","1"
"1995/1996","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","3222.0","","","","1"
"1996/1997","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","3146.0","","","","1"
"1997/1998","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","2507.0","","","","1"
"1998/1999","Provinces and Territories","2021A000011124","Provincial parole, community supervision","Persons","249","units","0","v21536806","1.10","2147.0","","","","1"
